,player,team,week,opp,loc,res,rush_attempts,rush_yards,yards_per_rush,rush_TD,targets,receptions,rec_yards,yards_per_rec,rec_TD,fantasy_points
79,Rex_Burkhead,CIN,7.0,CLE,home,W 31-17,4.0,23.0,5.8,0.0,1.0,1.0,10.0,10.0,0.0,3.8
81,Reggie_Bush,BUF,1.0,BAL,away,L 7-13,3.0,-4.0,-1.3,0.0,1.0,0.0,0.0,,0.0,-0.4
82,Reggie_Bush,BUF,5.0,LAR,away,W 30-19,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.3
83,Reggie_Bush,BUF,6.0,SF,home,W 45-16,2.0,6.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.6
84,Reggie_Bush,BUF,7.0,MIA,away,L 25-28,1.0,1.0,1.0,1.0,2.0,1.0,13.0,13.0,0.0,7.9
86,Travaris_Cadet,NO,2.0,BUF,away,W 40-32,0.0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,0.7
87,Travaris_Cadet,NO,13.0,CHI,away,W 26-20,3.0,6.0,2.0,0.0,2.0,1.0,6.0,6.0,0.0,1.7
88,Travaris_Cadet,NO,14.0,CLE,away,L 10-24,2.0,6.0,3.0,0.0,2.0,2.0,28.0,14.0,0.0,4.4
89,Travaris_Cadet,NO,15.0,CIN,home,L 14-24,2.0,4.0,2.0,0.0,6.0,4.0,32.0,8.0,0.0,5.6
90,Travaris_Cadet,NO,16.0,JAC,home,W 38-27,1.0,6.0,6.0,0.0,5.0,3.0,69.0,23.0,1.0,15.0
91,Travaris_Cadet,NO,17.0,ATL,away,W 20-17,3.0,6.0,2.0,0.0,6.0,6.0,77.0,12.8,0.0,9.3
92,Ka'Deem_Carey,CHI,1.0,HOU,away,L 14-23,1.0,4.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.4
93,Ka'Deem_Carey,CHI,2.0,PHI,home,L 14-29,2.0,3.0,1.5,0.0,1.0,1.0,3.0,3.0,0.0,1.1
94,Ka'Deem_Carey,CHI,5.0,IND,away,L 23-29,1.0,2.0,2.0,0.0,1.0,1.0,15.0,15.0,0.0,2.2
95,Ka'Deem_Carey,CHI,6.0,JAC,home,L 16-17,9.0,50.0,5.6,0.0,1.0,0.0,0.0,,0.0,5.0
96,Ka'Deem_Carey,CHI,7.0,GB,away,L 10-26,10.0,48.0,4.8,0.0,1.0,1.0,9.0,9.0,0.0,6.2
98,Jamaal_Charles,KC,4.0,PIT,away,L 14-43,2.0,7.0,3.5,0.0,1.0,0.0,0.0,,0.0,0.7
99,Jamaal_Charles,KC,6.0,OAK,away,W 26-10,9.0,33.0,3.7,1.0,2.0,2.0,14.0,7.0,0.0,11.7
100,Jamaal_Charles,KC,7.0,NO,home,W 27-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
102,Tevin_Coleman,ATL,1.0,TB,home,L 24-31,8.0,22.0,2.8,0.0,6.0,5.0,95.0,19.0,0.0,14.2
103,Tevin_Coleman,ATL,2.0,OAK,away,W 35-28,12.0,46.0,3.8,1.0,2.0,2.0,25.0,12.5,0.0,14.1
104,Tevin_Coleman,ATL,3.0,NO,away,W 45-32,12.0,42.0,3.5,3.0,3.0,3.0,47.0,15.7,0.0,28.4
105,Tevin_Coleman,ATL,4.0,CAR,home,W 48-33,8.0,19.0,2.4,0.0,4.0,3.0,14.0,4.7,0.0,4.8
106,Tevin_Coleman,ATL,5.0,DEN,away,W 23-16,6.0,31.0,5.2,0.0,6.0,4.0,132.0,33.0,1.0,24.3
107,Tevin_Coleman,ATL,6.0,SEA,away,L 24-26,5.0,10.0,2.0,0.0,2.0,1.0,7.0,7.0,0.0,2.2
108,Tevin_Coleman,ATL,7.0,SD,home,L 30-33,8.0,64.0,8.0,1.0,1.0,1.0,10.0,10.0,0.0,13.9
109,Isaiah_Crowell,CLE,1.0,PHI,away,L 10-29,12.0,62.0,5.2,1.0,2.0,2.0,16.0,8.0,0.0,14.8
110,Isaiah_Crowell,CLE,2.0,BAL,home,L 20-25,18.0,133.0,7.4,1.0,1.0,1.0,15.0,15.0,0.0,21.3
111,Isaiah_Crowell,CLE,3.0,MIA,away,L 24-30,15.0,79.0,5.3,0.0,1.0,0.0,0.0,,0.0,7.9
112,Isaiah_Crowell,CLE,4.0,WAS,away,L 20-31,15.0,112.0,7.5,1.0,4.0,3.0,22.0,7.3,0.0,20.9
113,Isaiah_Crowell,CLE,5.0,NE,home,L 13-33,13.0,22.0,1.7,0.0,3.0,1.0,18.0,18.0,0.0,4.5
114,Isaiah_Crowell,CLE,6.0,TEN,away,L 26-28,9.0,16.0,1.8,0.0,2.0,2.0,20.0,10.0,0.0,4.6
115,Isaiah_Crowell,CLE,7.0,CIN,away,L 17-31,12.0,63.0,5.3,1.0,4.0,3.0,16.0,5.3,0.0,15.4
116,Benny_Cunningham,LAR,1.0,SF,away,L 0-28,1.0,1.0,1.0,0.0,1.0,1.0,7.0,7.0,0.0,1.3
117,Benny_Cunningham,LAR,2.0,SEA,home,W 9-3,1.0,2.0,2.0,0.0,2.0,1.0,7.0,7.0,0.0,1.4
118,Benny_Cunningham,LAR,3.0,TB,away,W 37-32,2.0,29.0,14.5,0.0,1.0,1.0,10.0,10.0,0.0,4.4
119,Benny_Cunningham,LAR,6.0,DET,away,L 28-31,2.0,9.0,4.5,0.0,2.0,2.0,14.0,7.0,0.0,3.3
120,Benny_Cunningham,LAR,7.0,NYG,home,L 10-17,3.0,4.0,1.3,0.0,1.0,1.0,5.0,5.0,0.0,1.4
122,Orleans_Darkwa,NYG,2.0,NO,home,W 16-13,1.0,-1.0,-1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.7
123,Orleans_Darkwa,NYG,3.0,WAS,home,L 27-29,10.0,53.0,5.3,1.0,1.0,1.0,9.0,9.0,0.0,12.7
124,Orleans_Darkwa,NYG,4.0,MIN,away,L 10-24,12.0,48.0,4.0,1.0,2.0,0.0,0.0,,0.0,10.8
125,Orleans_Darkwa,NYG,5.0,GB,away,L 16-23,7.0,11.0,1.6,0.0,0.0,0.0,0.0,,0.0,1.1
127,Mike_Davis,SF,1.0,LAR,home,W 28-0,3.0,1.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.1
128,Mike_Davis,SF,2.0,CAR,away,L 27-46,0.0,0.0,,0.0,1.0,1.0,10.0,10.0,0.0,1.5
129,Mike_Davis,SF,5.0,ARI,home,L 21-33,2.0,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.4
130,Mike_Davis,SF,6.0,BUF,away,L 16-45,5.0,13.0,2.6,0.0,3.0,1.0,6.0,6.0,0.0,2.4
131,Mike_Davis,SF,7.0,TB,home,L 17-34,7.0,21.0,3.0,1.0,0.0,0.0,0.0,,0.0,8.1
132,Patrick_DiMarco,ATL,1.0,TB,home,L 24-31,0.0,0.0,,0.0,1.0,1.0,8.0,8.0,0.0,1.3
133,Patrick_DiMarco,ATL,4.0,CAR,home,W 48-33,0.0,0.0,,0.0,2.0,1.0,18.0,18.0,0.0,2.3
134,Patrick_DiMarco,ATL,5.0,DEN,away,W 23-16,0.0,0.0,,0.0,1.0,1.0,13.0,13.0,0.0,1.8
135,Patrick_DiMarco,ATL,6.0,SEA,away,L 24-26,0.0,0.0,,0.0,1.0,1.0,3.0,3.0,0.0,0.8
136,Patrick_DiMarco,ATL,7.0,SD,home,L 30-33,0.0,0.0,,0.0,1.0,1.0,3.0,3.0,0.0,0.8
138,Kenneth_Dixon,BAL,5.0,WAS,home,L 10-16,3.0,-1.0,-0.3,0.0,1.0,1.0,6.0,6.0,0.0,1.0
139,Kenneth_Dixon,BAL,6.0,NYG,away,L 23-27,2.0,11.0,5.5,0.0,2.0,1.0,1.0,1.0,0.0,1.7
140,Kenneth_Dixon,BAL,7.0,NYJ,away,L 16-24,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.4
142,Kenyan_Drake,MIA,2.0,NE,away,L 24-31,2.0,12.0,6.0,1.0,2.0,2.0,6.0,3.0,0.0,8.8
143,Kenyan_Drake,MIA,3.0,CLE,home,W 30-24,9.0,37.0,4.1,0.0,2.0,2.0,11.0,5.5,0.0,5.8
144,Kenyan_Drake,MIA,4.0,CIN,away,L 7-22,2.0,15.0,7.5,0.0,0.0,0.0,0.0,,0.0,1.5
145,Kenyan_Drake,MIA,5.0,TEN,home,L 17-30,2.0,4.0,2.0,0.0,3.0,2.0,16.0,8.0,0.0,3.0
147,Shaun_Draughn,SF,1.0,LAR,home,W 28-0,7.0,18.0,2.6,1.0,2.0,2.0,18.0,9.0,0.0,8.6
148,Shaun_Draughn,SF,2.0,CAR,away,L 27-46,9.0,21.0,2.3,0.0,1.0,0.0,0.0,,0.0,2.1
149,Shaun_Draughn,SF,3.0,SEA,away,L 18-37,5.0,10.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.7
150,Shaun_Draughn,SF,4.0,DAL,home,L 17-24,2.0,5.0,2.5,0.0,1.0,1.0,3.0,3.0,0.0,1.3
151,Shaun_Draughn,SF,5.0,ARI,home,L 21-33,2.0,-1.0,-0.5,0.0,0.0,0.0,0.0,,0.0,-0.1
152,Shaun_Draughn,SF,6.0,BUF,away,L 16-45,1.0,2.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.2
153,Shaun_Draughn,SF,7.0,TB,home,L 17-34,1.0,16.0,16.0,0.0,7.0,5.0,37.0,7.4,1.0,13.8
154,Lance_Dunbar,DAL,1.0,NYG,home,L 19-20,0.0,0.0,,0.0,2.0,1.0,16.0,16.0,0.0,2.1
155,Lance_Dunbar,DAL,2.0,WAS,away,W 27-23,3.0,6.0,2.0,0.0,2.0,2.0,26.0,13.0,0.0,4.2
156,Lance_Dunbar,DAL,3.0,CHI,home,W 31-17,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,6.1
157,Lance_Dunbar,DAL,4.0,SF,away,W 24-17,1.0,2.0,2.0,0.0,2.0,2.0,14.0,7.0,0.0,2.6
159,Andre_Ellington,ARI,1.0,NE,home,L 21-23,0.0,0.0,,0.0,2.0,2.0,8.0,4.0,0.0,1.8
160,Andre_Ellington,ARI,2.0,TB,home,W 40-7,1.0,2.0,2.0,0.0,1.0,1.0,9.0,9.0,0.0,1.6
161,Andre_Ellington,ARI,4.0,LAR,home,L 13-17,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.9
162,Andre_Ellington,ARI,5.0,SF,away,W 33-21,6.0,19.0,3.2,0.0,0.0,0.0,0.0,,0.0,1.9
163,Andre_Ellington,ARI,6.0,NYJ,home,W 28-3,5.0,25.0,5.0,0.0,0.0,0.0,0.0,,0.0,2.5
164,Andre_Ellington,ARI,7.0,SEA,home,T 6-6,2.0,7.0,3.5,0.0,1.0,0.0,0.0,,0.0,0.7
166,Ezekiel_Elliott,DAL,1.0,NYG,home,L 19-20,20.0,51.0,2.6,1.0,2.0,1.0,1.0,1.0,0.0,11.7
167,Ezekiel_Elliott,DAL,2.0,WAS,away,W 27-23,21.0,83.0,4.0,1.0,2.0,2.0,4.0,2.0,0.0,13.7
168,Ezekiel_Elliott,DAL,3.0,CHI,home,W 31-17,30.0,140.0,4.7,0.0,2.0,2.0,20.0,10.0,0.0,17.0
169,Ezekiel_Elliott,DAL,4.0,SF,away,W 24-17,23.0,138.0,6.0,1.0,1.0,1.0,19.0,19.0,0.0,22.2
170,Ezekiel_Elliott,DAL,5.0,CIN,home,W 28-14,15.0,134.0,8.9,2.0,4.0,3.0,37.0,12.3,0.0,30.6
171,Ezekiel_Elliott,DAL,6.0,GB,away,W 30-16,28.0,157.0,5.6,0.0,4.0,2.0,17.0,8.5,0.0,18.4
172,Tyler_Ervin,HOU,1.0,CHI,home,W 23-14,1.0,3.0,3.0,0.0,2.0,1.0,5.0,5.0,0.0,1.3
173,Tyler_Ervin,HOU,3.0,NE,away,L 0-27,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,-2.0
174,Tyler_Ervin,HOU,6.0,IND,home,W 26-23,0.0,0.0,,0.0,2.0,1.0,4.0,4.0,0.0,0.9
175,Tyler_Ervin,HOU,7.0,DEN,away,L 9-27,0.0,0.0,,0.0,1.0,1.0,9.0,9.0,0.0,1.4
177,Justin_Forsett,DET,1.0,BUF,home,W 13-7,10.0,41.0,4.1,0.0,3.0,3.0,15.0,5.0,0.0,7.1
178,Justin_Forsett,DET,2.0,CLE,away,W 25-20,14.0,37.0,2.6,0.0,5.0,3.0,9.0,3.0,0.0,6.1
179,Justin_Forsett,DET,3.0,JAC,away,W 19-17,7.0,20.0,2.9,0.0,7.0,6.0,12.0,2.0,0.0,6.2
180,Justin_Forsett,DET,6.0,LAR,home,W 31-28,5.0,5.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.5
181,Justin_Forsett,DET,7.0,WAS,home,W 20-17,8.0,33.0,4.1,0.0,2.0,2.0,15.0,7.5,0.0,5.8
183,Matt_Forte,NYJ,1.0,CIN,home,L 22-23,22.0,96.0,4.4,0.0,7.0,5.0,59.0,11.8,0.0,18.0
184,Matt_Forte,NYJ,2.0,BUF,away,W 37-31,30.0,100.0,3.3,3.0,3.0,2.0,9.0,4.5,0.0,29.9
185,Matt_Forte,NYJ,3.0,KC,away,L 3-24,15.0,65.0,4.3,0.0,4.0,2.0,-1.0,-0.5,0.0,7.4
186,Matt_Forte,NYJ,4.0,SEA,home,L 17-27,14.0,27.0,1.9,0.0,3.0,2.0,16.0,8.0,0.0,5.3
187,Matt_Forte,NYJ,5.0,PIT,away,L 13-31,12.0,53.0,4.4,0.0,2.0,2.0,7.0,3.5,0.0,7.0
188,Matt_Forte,NYJ,6.0,ARI,away,L 3-28,9.0,19.0,2.1,0.0,3.0,1.0,3.0,3.0,0.0,2.7
189,Matt_Forte,NYJ,7.0,BAL,home,W 24-16,30.0,100.0,3.3,1.0,4.0,4.0,54.0,13.5,1.0,27.4
191,Arian_Foster,MIA,1.0,SEA,away,L 10-12,13.0,38.0,2.9,0.0,5.0,3.0,62.0,20.7,0.0,11.5
192,Arian_Foster,MIA,2.0,NE,away,L 24-31,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.9
193,Arian_Foster,MIA,6.0,PIT,home,W 30-15,3.0,3.0,1.0,0.0,2.0,2.0,12.0,6.0,0.0,2.5
194,Arian_Foster,MIA,7.0,BUF,home,W 28-25,3.0,5.0,1.7,0.0,3.0,1.0,4.0,4.0,0.0,1.4
195,D.J._Foster,NE,2.0,MIA,home,W 31-24,1.0,7.0,7.0,0.0,2.0,1.0,2.0,2.0,0.0,1.4
196,D.J._Foster,NE,5.0,CLE,away,W 33-13,6.0,17.0,2.8,0.0,0.0,0.0,0.0,,0.0,1.7
198,Jalston_Fowler,TEN,2.0,CLE,away,L 14-28,1.0,3.0,3.0,0.0,1.0,1.0,19.0,19.0,0.0,2.7
199,Jalston_Fowler,TEN,3.0,IND,home,L 33-35,4.0,9.0,2.3,1.0,0.0,0.0,0.0,,0.0,6.9
200,Jalston_Fowler,TEN,10.0,CAR,home,L 10-27,0.0,0.0,,0.0,1.0,1.0,14.0,14.0,0.0,1.9
201,Jalston_Fowler,TEN,11.0,JAC,away,L 13-19,0.0,0.0,,0.0,1.0,1.0,2.0,2.0,0.0,0.7
202,Jalston_Fowler,TEN,12.0,OAK,home,L 21-24,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.7
203,Jalston_Fowler,TEN,15.0,NE,away,L 16-33,1.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,1.3
204,Jalston_Fowler,TEN,17.0,IND,away,L 24-30,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0
206,Devonta_Freeman,ATL,1.0,TB,home,L 24-31,11.0,20.0,1.8,0.0,4.0,4.0,20.0,5.0,0.0,6.0
207,Devonta_Freeman,ATL,2.0,OAK,away,W 35-28,17.0,93.0,5.5,0.0,0.0,0.0,0.0,,0.0,9.3
208,Devonta_Freeman,ATL,3.0,NO,away,W 45-32,14.0,152.0,10.9,0.0,5.0,5.0,55.0,11.0,1.0,29.2
209,Devonta_Freeman,ATL,4.0,CAR,home,W 48-33,13.0,57.0,4.4,1.0,3.0,2.0,7.0,3.5,0.0,13.4
210,Devonta_Freeman,ATL,5.0,DEN,away,W 23-16,23.0,88.0,3.8,1.0,5.0,3.0,35.0,11.7,0.0,19.8
211,Devonta_Freeman,ATL,6.0,SEA,away,L 24-26,12.0,40.0,3.3,0.0,5.0,3.0,10.0,3.3,0.0,6.5
212,Devonta_Freeman,ATL,7.0,SD,home,L 30-33,15.0,58.0,3.9,0.0,6.0,5.0,42.0,8.4,0.0,12.5
214,Mike_Gillislee,BUF,1.0,BAL,away,L 7-13,0.0,0.0,,0.0,1.0,1.0,-4.0,-4.0,0.0,0.1
215,Mike_Gillislee,BUF,2.0,NYJ,home,L 31-37,0.0,0.0,,0.0,1.0,1.0,18.0,18.0,1.0,8.3
216,Mike_Gillislee,BUF,3.0,ARI,home,W 33-18,3.0,20.0,6.7,0.0,0.0,0.0,0.0,,0.0,2.0
217,Mike_Gillislee,BUF,4.0,NE,away,W 16-0,6.0,30.0,5.0,0.0,2.0,1.0,13.0,13.0,0.0,4.8
218,Mike_Gillislee,BUF,5.0,LAR,away,W 30-19,2.0,6.0,3.0,1.0,0.0,0.0,0.0,,0.0,6.6
219,Mike_Gillislee,BUF,6.0,SF,home,W 45-16,6.0,60.0,10.0,1.0,0.0,0.0,0.0,,0.0,12.0
220,Mike_Gillislee,BUF,7.0,MIA,away,L 25-28,5.0,20.0,4.0,0.0,0.0,0.0,0.0,,0.0,2.0
222,Melvin_Gordon,SD,1.0,KC,away,L 27-33,14.0,57.0,4.1,2.0,0.0,0.0,0.0,,0.0,17.7
223,Melvin_Gordon,SD,2.0,JAC,home,W 38-14,24.0,102.0,4.3,1.0,3.0,3.0,18.0,6.0,0.0,19.5
224,Melvin_Gordon,SD,3.0,IND,away,L 22-26,16.0,35.0,2.2,1.0,7.0,4.0,43.0,10.8,0.0,15.8
225,Melvin_Gordon,SD,4.0,NO,home,L 34-35,19.0,36.0,1.9,2.0,7.0,6.0,43.0,7.2,0.0,20.9
226,Melvin_Gordon,SD,5.0,OAK,away,L 31-34,16.0,69.0,4.3,0.0,1.0,1.0,18.0,18.0,1.0,13.2
227,Melvin_Gordon,SD,6.0,DEN,home,W 21-13,27.0,94.0,3.5,0.0,2.0,0.0,0.0,,0.0,9.4
228,Melvin_Gordon,SD,7.0,ATL,away,W 33-30,22.0,68.0,3.1,2.0,7.0,6.0,53.0,8.8,1.0,33.1
230,Frank_Gore,IND,1.0,DET,home,L 35-39,14.0,59.0,4.2,0.0,6.0,4.0,19.0,4.8,0.0,9.8
231,Frank_Gore,IND,2.0,DEN,away,L 20-34,13.0,44.0,3.4,0.0,3.0,3.0,19.0,6.3,1.0,13.8
232,Frank_Gore,IND,3.0,SD,home,W 26-22,21.0,82.0,3.9,1.0,3.0,1.0,1.0,1.0,0.0,14.8
233,Frank_Gore,IND,4.0,JAC,away,L 27-30,16.0,68.0,4.3,1.0,6.0,5.0,27.0,5.4,0.0,18.0
234,Frank_Gore,IND,5.0,CHI,home,W 29-23,14.0,75.0,5.4,0.0,2.0,1.0,4.0,4.0,0.0,8.4
235,Frank_Gore,IND,6.0,HOU,away,L 23-26,22.0,106.0,4.8,0.0,1.0,1.0,2.0,2.0,0.0,11.3
236,Frank_Gore,IND,7.0,TEN,away,W 34-26,17.0,61.0,3.6,0.0,5.0,5.0,22.0,4.4,1.0,16.8
237,Jonathan_Grimes,HOU,2.0,KC,home,W 19-12,1.0,8.0,8.0,0.0,3.0,1.0,13.0,13.0,0.0,2.6
238,Jonathan_Grimes,HOU,3.0,NE,away,L 0-27,3.0,4.0,1.3,0.0,4.0,4.0,15.0,3.8,0.0,3.9
239,Todd_Gurley,LAR,1.0,SF,away,L 0-28,17.0,47.0,2.8,0.0,3.0,1.0,-5.0,-5.0,0.0,4.7
240,Todd_Gurley,LAR,2.0,SEA,home,W 9-3,19.0,51.0,2.7,0.0,1.0,1.0,19.0,19.0,0.0,7.5
241,Todd_Gurley,LAR,3.0,TB,away,W 37-32,27.0,85.0,3.1,2.0,2.0,1.0,-5.0,-5.0,0.0,20.5
242,Todd_Gurley,LAR,4.0,ARI,away,W 17-13,19.0,33.0,1.7,0.0,5.0,5.0,49.0,9.8,0.0,10.7
243,Todd_Gurley,LAR,5.0,BUF,home,L 19-30,23.0,72.0,3.1,1.0,5.0,3.0,36.0,12.0,0.0,16.3
244,Todd_Gurley,LAR,6.0,DET,away,L 28-31,14.0,58.0,4.1,0.0,4.0,4.0,39.0,9.8,0.0,11.7
245,Todd_Gurley,LAR,7.0,NYG,home,L 10-17,15.0,57.0,3.8,0.0,7.0,6.0,35.0,5.8,0.0,12.2
247,DuJuan_Harris,SF,13.0,MIN,away,W 38-7,3.0,7.0,2.3,0.0,0.0,0.0,0.0,,0.0,0.7
248,DuJuan_Harris,SF,14.0,BAL,away,W 35-6,18.0,42.0,2.3,0.0,0.0,0.0,0.0,,0.0,2.2
249,DuJuan_Harris,SF,16.0,DET,away,L 17-32,11.0,73.0,6.6,0.0,2.0,1.0,11.0,11.0,0.0,8.9
250,DuJuan_Harris,SF,17.0,STL,home,W 19-16,16.0,67.0,4.2,0.0,12.0,8.0,86.0,10.8,0.0,19.3
252,Derrick_Henry,TEN,1.0,MIN,home,L 16-25,5.0,3.0,0.6,0.0,2.0,2.0,41.0,20.5,0.0,5.4
253,Derrick_Henry,TEN,2.0,DET,away,W 16-15,9.0,40.0,4.4,0.0,1.0,1.0,9.0,9.0,0.0,5.4
254,Derrick_Henry,TEN,3.0,OAK,home,L 10-17,10.0,45.0,4.5,0.0,0.0,0.0,0.0,,0.0,4.5
255,Derrick_Henry,TEN,4.0,HOU,away,L 20-27,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.9
256,Derrick_Henry,TEN,5.0,MIA,away,W 30-17,7.0,54.0,7.7,0.0,0.0,0.0,0.0,,0.0,5.4
257,Derrick_Henry,TEN,6.0,CLE,home,W 28-26,2.0,7.0,3.5,0.0,2.0,2.0,20.0,10.0,0.0,3.7
258,Derrick_Henry,TEN,7.0,IND,home,L 26-34,1.0,3.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.3
259,Derrick_Henry,TEN,8.0,JAC,home,W 36-22,16.0,60.0,3.8,1.0,5.0,4.0,37.0,9.3,0.0,17.7
260,Tim_Hightower,NO,1.0,OAK,home,L 34-35,4.0,9.0,2.3,0.0,1.0,1.0,1.0,1.0,0.0,1.5
261,Tim_Hightower,NO,2.0,NYG,away,L 13-16,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.9
262,Tim_Hightower,NO,3.0,ATL,home,L 32-45,3.0,19.0,6.3,0.0,0.0,0.0,0.0,,0.0,1.9
263,Tim_Hightower,NO,4.0,SD,away,W 35-34,4.0,11.0,2.8,0.0,0.0,0.0,0.0,,0.0,1.1
264,Tim_Hightower,NO,7.0,KC,away,L 21-27,5.0,39.0,7.8,0.0,1.0,1.0,5.0,5.0,0.0,4.9
265,Jeremy_Hill,CIN,1.0,NYJ,away,W 23-22,9.0,31.0,3.4,1.0,0.0,0.0,0.0,,0.0,9.1
266,Jeremy_Hill,CIN,2.0,PIT,away,L 16-24,11.0,22.0,2.0,0.0,5.0,3.0,37.0,12.3,0.0,7.4
267,Jeremy_Hill,CIN,3.0,DEN,home,L 17-29,17.0,97.0,5.7,2.0,0.0,0.0,0.0,,0.0,21.7
268,Jeremy_Hill,CIN,4.0,MIA,home,W 22-7,21.0,71.0,3.4,0.0,1.0,0.0,0.0,,0.0,7.1
269,Jeremy_Hill,CIN,5.0,DAL,away,L 14-28,4.0,12.0,3.0,0.0,1.0,0.0,0.0,,0.0,1.2
270,Jeremy_Hill,CIN,6.0,NE,away,L 17-35,13.0,38.0,2.9,0.0,1.0,1.0,3.0,3.0,0.0,4.6
271,Jeremy_Hill,CIN,7.0,CLE,home,W 31-17,9.0,168.0,18.7,1.0,2.0,2.0,24.0,12.0,0.0,26.2
273,Ronnie_Hillman,MIN,1.0,BAL,home,W 19-13,12.0,41.0,3.4,0.0,0.0,0.0,0.0,,0.0,4.1
274,Ronnie_Hillman,MIN,2.0,KC,away,W 31-24,9.0,34.0,3.8,0.0,1.0,0.0,0.0,,0.0,3.4
275,Ronnie_Hillman,MIN,3.0,DET,away,W 24-12,7.0,13.0,1.9,1.0,1.0,1.0,3.0,3.0,0.0,8.1
276,Ronnie_Hillman,MIN,4.0,MIN,home,W 23-20,11.0,103.0,9.4,1.0,1.0,1.0,5.0,5.0,0.0,17.3
277,Ronnie_Hillman,MIN,5.0,OAK,away,W 16-10,7.0,21.0,3.0,0.0,2.0,1.0,5.0,5.0,0.0,3.1
278,Ronnie_Hillman,MIN,6.0,CLE,away,W 26-23,20.0,111.0,5.6,0.0,5.0,3.0,4.0,1.3,0.0,13.0
279,Ronnie_Hillman,MIN,8.0,GB,home,W 29-10,19.0,60.0,3.2,2.0,2.0,1.0,-5.0,-5.0,0.0,18.0
280,Ronnie_Hillman,MIN,9.0,IND,away,L 24-27,7.0,1.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.1
281,Ronnie_Hillman,MIN,10.0,KC,home,L 13-29,11.0,42.0,3.8,1.0,4.0,2.0,9.0,4.5,0.0,12.1
282,Ronnie_Hillman,MIN,11.0,CHI,away,W 17-15,21.0,102.0,4.9,0.0,1.0,1.0,2.0,2.0,0.0,10.9
283,Ronnie_Hillman,MIN,12.0,NE,home,W 30-24,14.0,59.0,4.2,1.0,1.0,1.0,0.0,0.0,0.0,12.4
284,Ronnie_Hillman,MIN,13.0,SD,away,W 17-3,19.0,56.0,2.9,0.0,1.0,0.0,0.0,,0.0,5.6
285,Ronnie_Hillman,MIN,14.0,OAK,home,L 12-15,12.0,20.0,1.7,0.0,9.0,7.0,41.0,5.9,0.0,9.6
286,Ronnie_Hillman,MIN,15.0,PIT,away,L 27-34,14.0,48.0,3.4,0.0,0.0,0.0,0.0,,0.0,2.8
287,Ronnie_Hillman,MIN,16.0,CIN,home,W 20-17,9.0,35.0,3.9,0.0,4.0,4.0,37.0,9.3,0.0,9.2
288,Ronnie_Hillman,MIN,17.0,SD,home,W 27-20,15.0,117.0,7.8,1.0,3.0,2.0,10.0,5.0,0.0,19.7
293,Jordan_Howard,CHI,2.0,PHI,home,L 14-29,3.0,22.0,7.3,0.0,2.0,2.0,9.0,4.5,0.0,4.1
294,Jordan_Howard,CHI,3.0,DAL,away,L 17-31,9.0,45.0,5.0,0.0,6.0,4.0,47.0,11.8,0.0,11.2
295,Jordan_Howard,CHI,4.0,DET,home,W 17-14,23.0,111.0,4.8,0.0,4.0,3.0,21.0,7.0,0.0,14.7
296,Jordan_Howard,CHI,5.0,IND,away,L 23-29,16.0,118.0,7.4,0.0,3.0,3.0,45.0,15.0,1.0,23.8
297,Jordan_Howard,CHI,6.0,JAC,home,L 16-17,15.0,34.0,2.3,1.0,4.0,2.0,6.0,3.0,0.0,11.0
298,Jordan_Howard,CHI,7.0,GB,away,L 10-26,7.0,22.0,3.1,0.0,1.0,0.0,0.0,,0.0,2.2
300,Carlos_Hyde,SF,1.0,LAR,home,W 28-0,23.0,88.0,3.8,2.0,3.0,2.0,5.0,2.5,0.0,22.3
301,Carlos_Hyde,SF,2.0,CAR,away,L 27-46,14.0,34.0,2.4,0.0,3.0,3.0,18.0,6.0,0.0,4.7
302,Carlos_Hyde,SF,3.0,SEA,away,L 18-37,21.0,103.0,4.9,2.0,1.0,1.0,2.0,2.0,0.0,23.0
