,player,team,week,opp,loc,res,targets,receptions,rec_yards,yards_per_rec,rec_TD,rush_attempts,rush_yards,yards_per_rush,rush_TD,fantasy_points
476,Andre_Johnson,TEN,3.0,OAK,home,L 10-17,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
477,Andre_Johnson,TEN,4.0,HOU,away,L 20-27,5.0,3.0,33.0,11.0,0.0,0.0,0.0,,0.0,4.8
478,Andre_Johnson,TEN,5.0,MIA,away,W 30-17,4.0,2.0,13.0,6.5,1.0,0.0,0.0,,0.0,8.3
479,Andre_Johnson,TEN,7.0,IND,home,L 26-34,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
481,Charles_Johnson,MIN,1.0,TEN,away,W 25-16,6.0,1.0,5.0,5.0,0.0,0.0,0.0,,0.0,1.0
482,Charles_Johnson,MIN,2.0,GB,home,W 17-14,2.0,2.0,15.0,7.5,0.0,0.0,0.0,,0.0,2.5
483,Charles_Johnson,MIN,3.0,CAR,away,W 22-10,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
484,Charles_Johnson,MIN,4.0,NYG,home,W 24-10,4.0,2.0,70.0,35.0,0.0,0.0,0.0,,0.0,8.0
485,Charles_Johnson,MIN,5.0,HOU,home,W 31-13,1.0,1.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.7
486,Charles_Johnson,MIN,7.0,PHI,away,L 10-21,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
488,Julio_Jones,ATL,1.0,TB,home,L 24-31,8.0,4.0,66.0,16.5,1.0,0.0,0.0,,0.0,14.6
489,Julio_Jones,ATL,2.0,OAK,away,W 35-28,5.0,5.0,106.0,21.2,1.0,0.0,0.0,,0.0,19.1
490,Julio_Jones,ATL,3.0,NO,away,W 45-32,7.0,1.0,16.0,16.0,0.0,0.0,0.0,,0.0,2.1
491,Julio_Jones,ATL,4.0,CAR,home,W 48-33,15.0,12.0,300.0,25.0,1.0,0.0,0.0,,0.0,42.0
492,Julio_Jones,ATL,5.0,DEN,away,W 23-16,6.0,2.0,29.0,14.5,0.0,0.0,0.0,,0.0,3.9
493,Julio_Jones,ATL,6.0,SEA,away,L 24-26,9.0,7.0,139.0,19.9,1.0,0.0,0.0,,0.0,23.4
494,Julio_Jones,ATL,7.0,SD,home,L 30-33,15.0,9.0,174.0,19.3,0.0,0.0,0.0,,0.0,21.9
496,Marvin_Jones,DET,1.0,IND,away,W 39-35,10.0,4.0,85.0,21.3,0.0,0.0,0.0,,0.0,10.5
497,Marvin_Jones,DET,2.0,TEN,home,L 15-16,11.0,8.0,118.0,14.8,0.0,0.0,0.0,,0.0,15.8
498,Marvin_Jones,DET,3.0,GB,away,L 27-34,8.0,6.0,205.0,34.2,2.0,0.0,0.0,,0.0,35.5
499,Marvin_Jones,DET,4.0,CHI,away,L 14-17,7.0,5.0,74.0,14.8,0.0,0.0,0.0,,0.0,9.9
500,Marvin_Jones,DET,5.0,PHI,home,W 24-23,5.0,4.0,37.0,9.3,1.0,0.0,0.0,,0.0,11.7
501,Marvin_Jones,DET,6.0,LAR,home,W 31-28,6.0,2.0,10.0,5.0,1.0,1.0,3.0,3.0,0.0,8.3
502,Marvin_Jones,DET,7.0,WAS,home,W 20-17,5.0,4.0,94.0,23.5,0.0,0.0,0.0,,0.0,11.4
503,Jermaine_Kearse,SEA,1.0,MIA,home,W 12-10,7.0,5.0,57.0,11.4,0.0,0.0,0.0,,0.0,8.2
504,Jermaine_Kearse,SEA,2.0,LAR,away,L 3-9,6.0,2.0,11.0,5.5,0.0,0.0,0.0,,0.0,2.1
505,Jermaine_Kearse,SEA,3.0,SF,home,W 37-18,2.0,2.0,11.0,5.5,0.0,0.0,0.0,,0.0,2.1
506,Jermaine_Kearse,SEA,4.0,NYJ,away,W 27-17,3.0,3.0,23.0,7.7,0.0,0.0,0.0,,0.0,3.8
507,Jermaine_Kearse,SEA,6.0,ATL,home,W 26-24,5.0,3.0,35.0,11.7,0.0,0.0,0.0,,0.0,5.0
508,Jermaine_Kearse,SEA,7.0,ARI,away,T 6-6,4.0,3.0,51.0,17.0,0.0,0.0,0.0,,0.0,6.6
510,Jeremy_Kerley,SF,1.0,LAR,home,W 28-0,11.0,7.0,61.0,8.7,0.0,0.0,0.0,,0.0,9.6
511,Jeremy_Kerley,SF,2.0,CAR,away,L 27-46,6.0,3.0,29.0,9.7,0.0,0.0,0.0,,0.0,4.4
512,Jeremy_Kerley,SF,3.0,SEA,away,L 18-37,6.0,2.0,24.0,12.0,0.0,0.0,0.0,,0.0,3.4
513,Jeremy_Kerley,SF,4.0,DAL,home,L 17-24,9.0,6.0,88.0,14.7,1.0,0.0,0.0,,0.0,17.8
514,Jeremy_Kerley,SF,5.0,ARI,home,L 21-33,13.0,8.0,102.0,12.8,1.0,0.0,0.0,,0.0,20.2
515,Jeremy_Kerley,SF,6.0,BUF,away,L 16-45,7.0,2.0,12.0,6.0,0.0,0.0,0.0,,0.0,2.2
516,Jeremy_Kerley,SF,7.0,TB,home,L 17-34,5.0,2.0,15.0,7.5,0.0,0.0,0.0,,0.0,2.5
518,Tavarres_King,NYG,17.0,NO,home,L 20-23,3.0,2.0,13.0,6.5,0.0,0.0,0.0,,0.0,2.3
520,Brandon_LaFell,CIN,1.0,NYJ,away,W 23-22,4.0,4.0,91.0,22.8,0.0,0.0,0.0,,0.0,11.1
521,Brandon_LaFell,CIN,2.0,PIT,away,L 16-24,8.0,3.0,39.0,13.0,0.0,0.0,0.0,,0.0,5.4
522,Brandon_LaFell,CIN,3.0,DEN,home,L 17-29,3.0,2.0,34.0,17.0,0.0,1.0,-2.0,-2.0,0.0,4.2
523,Brandon_LaFell,CIN,4.0,MIA,home,W 22-7,6.0,4.0,44.0,11.0,0.0,0.0,0.0,,0.0,6.4
524,Brandon_LaFell,CIN,5.0,DAL,away,L 14-28,11.0,8.0,68.0,8.5,2.0,0.0,0.0,,0.0,22.8
525,Brandon_LaFell,CIN,6.0,NE,away,L 17-35,5.0,2.0,13.0,6.5,1.0,0.0,0.0,,0.0,8.3
526,Brandon_LaFell,CIN,7.0,CLE,home,W 31-17,5.0,4.0,83.0,20.8,1.0,0.0,0.0,,0.0,16.3
527,Jarvis_Landry,MIA,1.0,SEA,away,L 10-12,10.0,7.0,59.0,8.4,0.0,0.0,0.0,,0.0,9.4
528,Jarvis_Landry,MIA,2.0,NE,away,L 24-31,13.0,10.0,137.0,13.7,0.0,0.0,0.0,,0.0,16.7
529,Jarvis_Landry,MIA,3.0,CLE,home,W 30-24,12.0,7.0,120.0,17.1,1.0,2.0,16.0,8.0,0.0,23.1
530,Jarvis_Landry,MIA,4.0,CIN,away,L 7-22,10.0,7.0,61.0,8.7,0.0,0.0,0.0,,0.0,9.6
531,Jarvis_Landry,MIA,5.0,TEN,home,L 17-30,3.0,3.0,28.0,9.3,0.0,1.0,2.0,2.0,0.0,4.5
532,Jarvis_Landry,MIA,6.0,PIT,home,W 30-15,9.0,7.0,91.0,13.0,0.0,0.0,0.0,,0.0,12.6
533,Jarvis_Landry,MIA,7.0,BUF,home,W 28-25,8.0,5.0,78.0,15.6,0.0,0.0,0.0,,0.0,10.3
535,Cody_Latimer,DEN,2.0,IND,home,W 34-20,2.0,2.0,12.0,6.0,0.0,0.0,0.0,,0.0,2.2
536,Cody_Latimer,DEN,3.0,CIN,away,W 29-17,1.0,1.0,10.0,10.0,0.0,0.0,0.0,,0.0,1.5
537,Cody_Latimer,DEN,4.0,TB,away,W 27-7,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
538,Marqise_Lee,JAC,1.0,GB,home,L 23-27,4.0,2.0,22.0,11.0,0.0,0.0,0.0,,0.0,3.2
539,Marqise_Lee,JAC,2.0,SD,away,L 14-38,7.0,5.0,75.0,15.0,0.0,0.0,0.0,,0.0,10.0
540,Marqise_Lee,JAC,3.0,BAL,home,L 17-19,7.0,5.0,44.0,8.8,0.0,0.0,0.0,,0.0,6.9
541,Marqise_Lee,JAC,4.0,IND,home,W 30-27,6.0,4.0,28.0,7.0,0.0,0.0,0.0,,0.0,4.8
542,Marqise_Lee,JAC,6.0,CHI,away,W 17-16,6.0,6.0,61.0,10.2,0.0,0.0,0.0,,0.0,9.1
543,Marqise_Lee,JAC,7.0,OAK,home,L 16-33,8.0,7.0,107.0,15.3,0.0,0.0,0.0,,0.0,14.2
544,Marqise_Lee,JAC,8.0,TEN,away,L 22-36,3.0,1.0,21.0,21.0,0.0,0.0,0.0,,0.0,0.6
546,Tyler_Lockett,SEA,1.0,MIA,home,W 12-10,8.0,3.0,17.0,5.7,0.0,0.0,0.0,,0.0,3.2
547,Tyler_Lockett,SEA,2.0,LAR,away,L 3-9,4.0,4.0,99.0,24.8,0.0,0.0,0.0,,0.0,11.9
548,Tyler_Lockett,SEA,4.0,NYJ,away,W 27-17,3.0,1.0,13.0,13.0,0.0,0.0,0.0,,0.0,1.8
549,Tyler_Lockett,SEA,6.0,ATL,home,W 26-24,5.0,3.0,23.0,7.7,0.0,1.0,2.0,2.0,0.0,4.0
550,Tyler_Lockett,SEA,7.0,ARI,away,T 6-6,2.0,2.0,13.0,6.5,0.0,0.0,0.0,,0.0,2.3
551,Jeremy_Maclin,KC,1.0,SD,home,W 33-27,7.0,5.0,63.0,12.6,1.0,1.0,-1.0,-1.0,0.0,14.7
552,Jeremy_Maclin,KC,2.0,HOU,away,L 12-19,15.0,6.0,68.0,11.3,0.0,0.0,0.0,,0.0,9.8
553,Jeremy_Maclin,KC,3.0,NYJ,home,W 24-3,7.0,4.0,35.0,8.8,0.0,0.0,0.0,,0.0,5.5
554,Jeremy_Maclin,KC,4.0,PIT,away,L 14-43,8.0,5.0,78.0,15.6,0.0,0.0,0.0,,0.0,10.3
555,Jeremy_Maclin,KC,6.0,OAK,away,W 26-10,3.0,3.0,49.0,16.3,0.0,0.0,0.0,,0.0,6.4
556,Jeremy_Maclin,KC,7.0,NO,home,W 27-21,5.0,4.0,40.0,10.0,0.0,0.0,0.0,,0.0,6.0
558,Bradley_Marquez,LAR,8.0,SF,home,W 27-6,1.0,1.0,5.0,5.0,0.0,0.0,0.0,,0.0,1.0
559,Bradley_Marquez,LAR,9.0,MIN,away,L 18-21,1.0,1.0,3.0,3.0,0.0,0.0,0.0,,0.0,0.8
560,Bradley_Marquez,LAR,10.0,CHI,home,L 13-37,4.0,2.0,19.0,9.5,0.0,0.0,0.0,,0.0,2.9
561,Bradley_Marquez,LAR,12.0,CIN,away,L 7-31,5.0,3.0,13.0,4.3,0.0,0.0,0.0,,0.0,2.8
562,Bradley_Marquez,LAR,13.0,ARI,home,L 3-27,3.0,3.0,16.0,5.3,0.0,0.0,0.0,,0.0,3.1
563,Bradley_Marquez,LAR,14.0,DET,home,W 21-14,3.0,3.0,32.0,10.7,0.0,0.0,0.0,,0.0,4.7
564,Bradley_Marquez,LAR,15.0,TB,home,W 31-23,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
565,Bradley_Marquez,LAR,16.0,SEA,away,W 23-17,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
566,Bradley_Marquez,LAR,17.0,SF,away,L 16-19,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
568,Brandon_Marshall,NYJ,1.0,CIN,home,L 22-23,8.0,3.0,32.0,10.7,0.0,0.0,0.0,,0.0,4.7
569,Brandon_Marshall,NYJ,2.0,BUF,away,W 37-31,9.0,6.0,101.0,16.8,0.0,0.0,0.0,,0.0,13.1
570,Brandon_Marshall,NYJ,3.0,KC,away,L 3-24,10.0,3.0,27.0,9.0,0.0,0.0,0.0,,0.0,4.2
571,Brandon_Marshall,NYJ,4.0,SEA,home,L 17-27,12.0,4.0,89.0,22.3,1.0,0.0,0.0,,0.0,16.9
572,Brandon_Marshall,NYJ,5.0,PIT,away,L 13-31,15.0,8.0,114.0,14.3,1.0,0.0,0.0,,0.0,21.4
573,Brandon_Marshall,NYJ,6.0,ARI,away,L 3-28,6.0,3.0,70.0,23.3,0.0,0.0,0.0,,0.0,8.5
574,Brandon_Marshall,NYJ,7.0,BAL,home,W 24-16,8.0,3.0,39.0,13.0,0.0,0.0,0.0,,0.0,5.4
576,Freddie_Martino,TB,7.0,BAL,away,L 7-29,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
578,Jordan_Matthews,PHI,1.0,CLE,home,W 29-10,14.0,7.0,114.0,16.3,1.0,0.0,0.0,,0.0,20.9
579,Jordan_Matthews,PHI,2.0,CHI,away,W 29-14,9.0,6.0,71.0,11.8,0.0,0.0,0.0,,0.0,10.1
580,Jordan_Matthews,PHI,3.0,PIT,home,W 34-3,3.0,2.0,19.0,9.5,1.0,0.0,0.0,,0.0,8.9
581,Jordan_Matthews,PHI,5.0,DET,away,L 23-24,4.0,4.0,65.0,16.3,0.0,0.0,0.0,,0.0,8.5
582,Jordan_Matthews,PHI,6.0,WAS,away,L 20-27,7.0,3.0,75.0,25.0,0.0,0.0,0.0,,0.0,9.0
583,Jordan_Matthews,PHI,7.0,MIN,home,W 21-10,4.0,3.0,10.0,3.3,0.0,0.0,0.0,,0.0,2.5
584,Rishard_Matthews,TEN,1.0,MIN,home,L 16-25,4.0,3.0,26.0,8.7,0.0,0.0,0.0,,0.0,4.1
585,Rishard_Matthews,TEN,2.0,DET,away,W 16-15,6.0,4.0,40.0,10.0,0.0,0.0,0.0,,0.0,6.0
586,Rishard_Matthews,TEN,3.0,OAK,home,L 10-17,8.0,3.0,32.0,10.7,0.0,0.0,0.0,,0.0,4.7
587,Rishard_Matthews,TEN,4.0,HOU,away,L 20-27,2.0,2.0,82.0,41.0,0.0,0.0,0.0,,0.0,9.2
588,Rishard_Matthews,TEN,5.0,MIA,away,W 30-17,4.0,4.0,32.0,8.0,1.0,0.0,0.0,,0.0,11.2
589,Rishard_Matthews,TEN,6.0,CLE,home,W 28-26,3.0,3.0,70.0,23.3,1.0,0.0,0.0,,0.0,14.5
590,Rishard_Matthews,TEN,7.0,IND,home,L 26-34,7.0,4.0,37.0,9.3,0.0,0.0,0.0,,0.0,5.7
591,Rishard_Matthews,TEN,8.0,JAC,home,W 36-22,4.0,4.0,38.0,9.5,1.0,0.0,0.0,,0.0,11.8
593,Braxton_Miller,HOU,1.0,CHI,home,W 23-14,3.0,1.0,6.0,6.0,0.0,0.0,0.0,,0.0,1.1
594,Braxton_Miller,HOU,2.0,KC,home,W 19-12,3.0,1.0,3.0,3.0,0.0,1.0,-2.0,-2.0,0.0,0.6
595,Braxton_Miller,HOU,5.0,MIN,away,L 13-31,1.0,1.0,12.0,12.0,0.0,0.0,0.0,,0.0,1.7
596,Braxton_Miller,HOU,6.0,IND,home,W 26-23,4.0,2.0,13.0,6.5,0.0,0.0,0.0,,0.0,2.3
597,Malcolm_Mitchell,NE,1.0,ARI,away,W 23-21,5.0,2.0,33.0,16.5,0.0,0.0,0.0,,0.0,4.3
598,Malcolm_Mitchell,NE,2.0,MIA,home,W 31-24,2.0,1.0,15.0,15.0,0.0,0.0,0.0,,0.0,2.0
599,Malcolm_Mitchell,NE,3.0,HOU,home,W 27-0,2.0,1.0,27.0,27.0,0.0,0.0,0.0,,0.0,3.2
600,Malcolm_Mitchell,NE,5.0,CLE,away,W 33-13,3.0,2.0,7.0,3.5,0.0,0.0,0.0,,0.0,1.7
601,Malcolm_Mitchell,NE,7.0,PIT,away,W 27-16,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
603,Donte_Moncrief,IND,1.0,DET,home,L 35-39,7.0,6.0,64.0,10.7,1.0,0.0,0.0,,0.0,15.4
604,Donte_Moncrief,IND,2.0,DEN,away,L 20-34,3.0,1.0,9.0,9.0,0.0,0.0,0.0,,0.0,1.4
606,Ty_Montgomery,GB,3.0,DET,home,W 34-27,0.0,0.0,0.0,,0.0,1.0,-1.0,-1.0,0.0,-0.1
607,Ty_Montgomery,GB,5.0,NYG,home,W 23-16,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.1
608,Ty_Montgomery,GB,6.0,DAL,home,L 16-30,12.0,10.0,98.0,9.8,0.0,3.0,6.0,2.0,0.0,13.4
609,Ty_Montgomery,GB,7.0,CHI,home,W 26-10,13.0,10.0,66.0,6.6,0.0,9.0,60.0,6.7,0.0,17.6
611,J.J._Nelson,ARI,1.0,NE,home,L 21-23,2.0,1.0,11.0,11.0,0.0,0.0,0.0,,0.0,1.6
612,J.J._Nelson,ARI,4.0,LAR,home,L 13-17,1.0,1.0,24.0,24.0,0.0,0.0,0.0,,0.0,2.9
613,J.J._Nelson,ARI,5.0,SF,away,W 33-21,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
614,J.J._Nelson,ARI,6.0,NYJ,home,W 28-3,2.0,2.0,16.0,8.0,0.0,2.0,23.0,11.5,0.0,4.9
615,J.J._Nelson,ARI,7.0,SEA,home,T 6-6,7.0,3.0,84.0,28.0,0.0,1.0,4.0,4.0,0.0,10.3
617,Jordy_Nelson,GB,1.0,JAC,away,W 27-23,9.0,6.0,32.0,5.3,1.0,0.0,0.0,,0.0,12.2
618,Jordy_Nelson,GB,2.0,MIN,away,L 14-17,11.0,5.0,73.0,14.6,1.0,0.0,0.0,,0.0,15.8
619,Jordy_Nelson,GB,3.0,DET,home,W 34-27,7.0,6.0,101.0,16.8,2.0,0.0,0.0,,0.0,25.1
620,Jordy_Nelson,GB,5.0,NYG,home,W 23-16,13.0,4.0,38.0,9.5,1.0,0.0,0.0,,0.0,11.8
621,Jordy_Nelson,GB,6.0,DAL,home,L 16-30,7.0,5.0,68.0,13.6,0.0,0.0,0.0,,0.0,7.3
622,Jordy_Nelson,GB,7.0,CHI,home,W 26-10,4.0,1.0,9.0,9.0,0.0,0.0,0.0,,0.0,1.4
624,Jordan_Norwood,DEN,1.0,CAR,home,W 21-20,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
625,Jordan_Norwood,DEN,2.0,IND,home,W 34-20,4.0,3.0,24.0,8.0,0.0,0.0,0.0,,0.0,3.9
626,Jordan_Norwood,DEN,3.0,CIN,away,W 29-17,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0
627,Jordan_Norwood,DEN,4.0,TB,away,W 27-7,2.0,2.0,25.0,12.5,0.0,0.0,0.0,,0.0,3.5
628,Jordan_Norwood,DEN,5.0,ATL,home,L 16-23,3.0,2.0,24.0,12.0,0.0,0.0,0.0,,0.0,3.4
629,Jordan_Norwood,DEN,6.0,SD,away,L 13-21,7.0,5.0,39.0,7.8,0.0,0.0,0.0,,0.0,6.4
630,Jordan_Norwood,DEN,7.0,HOU,home,W 27-9,2.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1.3
632,DeVante_Parker,MIA,2.0,NE,away,L 24-31,13.0,8.0,106.0,13.3,0.0,0.0,0.0,,0.0,14.6
633,DeVante_Parker,MIA,3.0,CLE,home,W 30-24,6.0,3.0,51.0,17.0,1.0,0.0,0.0,,0.0,12.6
634,DeVante_Parker,MIA,4.0,CIN,away,L 7-22,3.0,2.0,20.0,10.0,0.0,0.0,0.0,,0.0,3.0
635,DeVante_Parker,MIA,5.0,TEN,home,L 17-30,3.0,2.0,70.0,35.0,0.0,0.0,0.0,,0.0,8.0
636,DeVante_Parker,MIA,6.0,PIT,home,W 30-15,7.0,5.0,28.0,5.6,0.0,0.0,0.0,,0.0,5.3
637,DeVante_Parker,MIA,7.0,BUF,home,W 28-25,4.0,3.0,20.0,6.7,0.0,0.0,0.0,,0.0,3.5
639,Cordarrelle_Patterson,MIN,1.0,TEN,away,W 25-16,1.0,1.0,6.0,6.0,0.0,1.0,8.0,8.0,0.0,1.9
640,Cordarrelle_Patterson,MIN,2.0,GB,home,W 17-14,0.0,0.0,0.0,,0.0,1.0,-2.0,-2.0,0.0,-0.2
641,Cordarrelle_Patterson,MIN,3.0,CAR,away,W 22-10,1.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1.3
642,Cordarrelle_Patterson,MIN,4.0,NYG,home,W 24-10,6.0,5.0,38.0,7.6,0.0,1.0,2.0,2.0,0.0,6.5
643,Cordarrelle_Patterson,MIN,5.0,HOU,home,W 31-13,6.0,4.0,39.0,9.8,1.0,1.0,7.0,7.0,0.0,12.6
644,Cordarrelle_Patterson,MIN,7.0,PHI,away,L 10-21,7.0,7.0,67.0,9.6,1.0,0.0,0.0,,0.0,16.2
645,Quinton_Patton,SF,1.0,LAR,home,W 28-0,5.0,5.0,60.0,12.0,0.0,0.0,0.0,,0.0,8.5
646,Quinton_Patton,SF,2.0,CAR,away,L 27-46,6.0,3.0,25.0,8.3,0.0,0.0,0.0,,0.0,4.0
647,Quinton_Patton,SF,3.0,SEA,away,L 18-37,4.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1.3
648,Quinton_Patton,SF,4.0,DAL,home,L 17-24,3.0,1.0,13.0,13.0,0.0,0.0,0.0,,0.0,1.8
649,Quinton_Patton,SF,5.0,ARI,home,L 21-33,2.0,2.0,16.0,8.0,0.0,0.0,0.0,,0.0,2.6
650,Quinton_Patton,SF,6.0,BUF,away,L 16-45,7.0,4.0,52.0,13.0,0.0,0.0,0.0,,0.0,7.2
651,Quinton_Patton,SF,7.0,TB,home,L 17-34,4.0,3.0,13.0,4.3,0.0,0.0,0.0,,0.0,2.8
652,Breshad_Perriman,BAL,1.0,BUF,home,W 13-7,2.0,1.0,35.0,35.0,0.0,0.0,0.0,,0.0,4.0
653,Breshad_Perriman,BAL,2.0,CLE,away,W 25-20,5.0,2.0,32.0,16.0,0.0,0.0,0.0,,0.0,4.2
654,Breshad_Perriman,BAL,3.0,JAC,away,W 19-17,4.0,2.0,22.0,11.0,0.0,1.0,2.0,2.0,0.0,3.4
655,Breshad_Perriman,BAL,4.0,OAK,home,L 27-28,5.0,3.0,24.0,8.0,0.0,0.0,0.0,,0.0,3.9
656,Breshad_Perriman,BAL,5.0,WAS,home,L 10-16,5.0,2.0,11.0,5.5,0.0,0.0,0.0,,0.0,2.1
657,Breshad_Perriman,BAL,6.0,NYG,away,L 23-27,8.0,3.0,48.0,16.0,0.0,0.0,0.0,,0.0,6.3
658,Breshad_Perriman,BAL,7.0,NYJ,away,L 16-24,5.0,1.0,11.0,11.0,0.0,0.0,0.0,,0.0,1.6
660,Terrelle_Pryor,CLE,1.0,PHI,away,L 10-29,7.0,3.0,68.0,22.7,0.0,0.0,0.0,,0.0,8.3
661,Terrelle_Pryor,CLE,2.0,BAL,home,L 20-25,10.0,3.0,32.0,10.7,0.0,0.0,0.0,,0.0,4.7
662,Terrelle_Pryor,CLE,3.0,MIA,away,L 24-30,14.0,8.0,144.0,18.0,0.0,4.0,21.0,5.3,1.0,26.5
663,Terrelle_Pryor,CLE,4.0,WAS,away,L 20-31,9.0,5.0,46.0,9.2,1.0,1.0,-6.0,-6.0,0.0,12.5
664,Terrelle_Pryor,CLE,5.0,NE,home,L 13-33,6.0,5.0,48.0,9.6,0.0,2.0,3.0,1.5,0.0,7.6
665,Terrelle_Pryor,CLE,6.0,TEN,away,L 26-28,13.0,9.0,75.0,8.3,2.0,1.0,3.0,3.0,0.0,24.3
666,Terrelle_Pryor,CLE,7.0,CIN,away,L 17-31,4.0,2.0,18.0,9.0,0.0,0.0,0.0,,0.0,2.8
667,Brian_Quick,LAR,1.0,SF,away,L 0-28,5.0,3.0,23.0,7.7,0.0,0.0,0.0,,0.0,3.8
668,Brian_Quick,LAR,2.0,SEA,home,W 9-3,1.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1.3
669,Brian_Quick,LAR,3.0,TB,away,W 37-32,2.0,2.0,53.0,26.5,1.0,0.0,0.0,,0.0,12.3
670,Brian_Quick,LAR,4.0,ARI,away,W 17-13,6.0,2.0,69.0,34.5,2.0,0.0,0.0,,0.0,19.9
671,Brian_Quick,LAR,5.0,BUF,home,L 19-30,4.0,3.0,51.0,17.0,0.0,0.0,0.0,,0.0,6.6
672,Brian_Quick,LAR,6.0,DET,away,L 28-31,5.0,5.0,61.0,12.2,0.0,0.0,0.0,,0.0,8.6
673,Brian_Quick,LAR,7.0,NYG,home,L 10-17,9.0,4.0,92.0,23.0,0.0,0.0,0.0,,0.0,11.2
674,Paul_Richardson,SEA,1.0,MIA,home,W 12-10,2.0,1.0,11.0,11.0,0.0,0.0,0.0,,0.0,1.6
675,Paul_Richardson,SEA,2.0,LAR,away,L 3-9,6.0,3.0,35.0,11.7,0.0,0.0,0.0,,0.0,5.0
676,Paul_Richardson,SEA,4.0,NYJ,away,W 27-17,1.0,1.0,27.0,27.0,0.0,0.0,0.0,,0.0,3.2
677,Paul_Richardson,SEA,7.0,ARI,away,T 6-6,2.0,1.0,10.0,10.0,0.0,0.0,0.0,,0.0,1.5
678,Andre_Roberts,DET,1.0,IND,away,W 39-35,1.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1.3
679,Andre_Roberts,DET,3.0,GB,away,L 27-34,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
680,Andre_Roberts,DET,4.0,CHI,away,L 14-17,1.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1.3
681,Andre_Roberts,DET,5.0,PHI,home,W 24-23,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
682,Andre_Roberts,DET,6.0,LAR,home,W 31-28,2.0,2.0,13.0,6.5,1.0,0.0,0.0,,0.0,8.3
683,Andre_Roberts,DET,7.0,WAS,home,W 20-17,2.0,1.0,20.0,20.0,0.0,0.0,0.0,,0.0,2.5
684,Seth_Roberts,OAK,1.0,NO,away,W 35-34,4.0,2.0,19.0,9.5,1.0,0.0,0.0,,0.0,8.9
685,Seth_Roberts,OAK,2.0,ATL,home,L 28-35,6.0,3.0,25.0,8.3,0.0,0.0,0.0,,0.0,4.0
686,Seth_Roberts,OAK,3.0,TEN,away,W 17-10,6.0,2.0,27.0,13.5,1.0,0.0,0.0,,0.0,9.7
687,Seth_Roberts,OAK,4.0,BAL,away,W 28-27,3.0,3.0,12.0,4.0,1.0,0.0,0.0,,0.0,8.7
688,Seth_Roberts,OAK,5.0,SD,home,W 34-31,3.0,2.0,22.0,11.0,0.0,0.0,0.0,,0.0,3.2
689,Seth_Roberts,OAK,6.0,KC,home,L 10-26,6.0,3.0,29.0,9.7,0.0,0.0,0.0,,0.0,4.4
690,Seth_Roberts,OAK,7.0,JAC,away,W 33-16,9.0,4.0,42.0,10.5,0.0,0.0,0.0,,0.0,6.2
691,Aldrick_Robinson,ATL,2.0,OAK,away,W 35-28,3.0,2.0,30.0,15.0,0.0,0.0,0.0,,0.0,4.0
692,Aldrick_Robinson,ATL,3.0,NO,away,W 45-32,2.0,1.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.9
693,Aldrick_Robinson,ATL,4.0,CAR,home,W 48-33,3.0,2.0,48.0,24.0,1.0,0.0,0.0,,0.0,11.8
694,Aldrick_Robinson,ATL,5.0,DEN,away,W 23-16,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
695,Aldrick_Robinson,ATL,6.0,SEA,away,L 24-26,2.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1.3
696,Aldrick_Robinson,ATL,7.0,SD,home,L 30-33,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
697,Allen_Robinson,JAC,1.0,GB,home,L 23-27,15.0,6.0,72.0,12.0,0.0,0.0,0.0,,0.0,10.2
698,Allen_Robinson,JAC,2.0,SD,away,L 14-38,5.0,3.0,54.0,18.0,0.0,0.0,0.0,,0.0,6.9
699,Allen_Robinson,JAC,3.0,BAL,home,L 17-19,11.0,7.0,57.0,8.1,2.0,0.0,0.0,,0.0,21.2
